SpecificConductivity,SampleID,Ablabesmyia,Acentrella,Acerpenna,Acroneuria,Agapetus,Allocapnia,Alloperla,Ameletus,Amphinemura,Anopheles,Antocha,Asellus,Atherix,Atrichopogon,Baetis,Baetisca,Bezzia,Boyeria,Brachypremna,Brillia,Caecidotea,Caenis,Cambarus,Cardiocladius,Centroptilum,Ceratopsyche,Chaetocladius,Chelifera,Cheumatopsyche,Chimarra,Chrysops,Cinygmula,Cladotanytarsus,Clinocera,Clioperla,Conchapelopia,Cordulegaster,Corydalus,Corynoneura,Crangonyx,Cricotopus,Cryptochironomus,Cultus,Dasyhelea,Demicryptochironomus,Diamesa,Dicranota,Dicrotendipes,Diphetor,Diplectrona,Diplocladius,Diploperla,Dixa,Dolophilodes,Drunella,Dubiraphia,Eccoptura,Ectopria,Epeorus,Ephemera,Ephemerella,Eukiefferiella,Eurylophella,Gammarus,Glossosoma,Goera,Haploperla,Heleniella,Helichus,Hemerodromia,Heptagenia,Hexatoma,Hydroporus,Hydropsyche,Hydroptila,Isonychia,Isoperla,Krenopelopia,Krenosmittia,Lanthus,Larsia,Lepidostoma,Leptophlebia,Leucrocuta,Leuctra,Limnophila,Limnophyes,Limonia,Lirceus,Lype,Maccaffertium,Macronychus,Malirekus,Microcylloepus,Micropsectra,Microtendipes,Microvelia,Molophilus,Natarsia,Neophylax,Neureclipsis,Nigronia,Nilotanypus,Nixe,Ochrotrichia,Optioservus,Orconectes,Ormosia,Orthocladius,Oulimnius,Pagastia,Paracapnia,Parachaetocladius,Paracladopelma,Paragnetina,Parakiefferiella,Paraleptophlebia,Parametriocnemus,Paraphaenocladius,Paratanytarsus,Peltoperla,Perlesta,Phaenopsectra,Physella,Pisidium,Platysmittia,Plauditus,Polycentropus,Polypedilum,Potthastia,Procladius,Procloeon,Promoresia,Prosimulium,Prostoia,Psephenus,Pseudochironomus,Pseudolimnophila,Pseudorthocladius,Psilometriocnemus,Psychomyia,Pteronarcys,Pycnopsyche,Remenus,Rhagovelia,Rheocricotopus,Rheopelopia,Rheotanytarsus,Rhyacophila,Serratella,Sialis,Simulium,Stempellina,Stempellinella,Stenacron,Stenelmis,Stenonema,Strophopteryx,Stylogomphus,Sublettea,Sweltsa,Tabanus,Taeniopteryx,Tallaperla,Tanytarsus,Thienemanniella,Thienemannimyia,Timpanoga,Tipula,Tribelos,Tvetenia,Utaperla,Wormaldia,Yugus,Zavrelia,Zavrelimyia
167,27145,0,0.009049774,0,0,0,0,0,0,0,0,0.031674208,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0.004524887,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022624434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004524887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027149321,0,0,0.004524887,0,0,0.004524887,0,0.004524887,0,0,0.009049774,0,0,0,0,0,0,0,0,0,0.054298643,0,0,0,0,0,0,0,0,0,0,0,0.049773756,0,0,0,0.004524887,0,0,0,0,0.004524887,0,0.085972851,0,0,0,0,0,0,0.027149321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013574661,0,0,0,0.14479638,0,0,0,0,0,0,0,0,0,0,0.027149321,0,0.004524887,0,0.009049774,0,0,0,0,0
146,27146,0,0,0,0.009259259,0,0,0,0,0.013888889,0,0,0,0,0,0.25462963,0,0,0,0,0.009259259,0,0,0,0,0,0.078703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0.041666667,0.083333333,0,0,0,0.018518519,0.023148148,0,0,0,0,0,0,0,0,0,0.041666667,0,0.046296296,0,0.00462963,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.050925926,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0.009259259,0,0,0.00462963,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023148148,0,0,0.00462963,0,0
107,27148,0,0.004484305,0,0,0,0,0,0,0,0,0,0,0,0,0.013452915,0,0,0,0,0,0,0,0,0.00896861,0,0,0,0,0.022421525,0.00896861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035874439,0,0,0,0,0,0.152466368,0,0,0,0,0.02690583,0,0.031390135,0,0.004484305,0.031390135,0,0,0,0,0,0,0,0.022421525,0,0,0,0,0,0.112107623,0,0,0,0,0,0,0,0,0,0,0,0.004484305,0.02690583,0,0.107623318,0,0,0,0,0,0,0,0,0,0,0,0.031390135,0,0,0,0,0,0,0,0,0,0.00896861,0.085201794,0,0,0,0,0,0,0.031390135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004484305,0,0.004484305,0.004484305,0.053811659,0,0,0,0,0,0,0,0,0,0,0.01793722,0,0,0,0.01793722,0,0,0,0,0
79,27149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634146,0,0.004878049,0.053658537,0,0,0,0,0,0,0,0,0,0,0,0.063414634,0.004878049,0,0,0,0,0.009756098,0,0,0.165853659,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0.014634146,0,0,0,0.048780488,0,0,0,0,0,0,0.014634146,0.004878049,0,0,0,0,0,0,0,0,0,0,0.087804878,0,0,0,0,0,0,0.185365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043902439,0,0.004878049,0,0.043902439,0,0,0,0,0,0,0,0,0,0,0.102439024,0,0.004878049,0,0.019512195,0,0,0,0,0
269,27152,0,0.013636364,0,0,0,0,0.018181818,0,0.027272727,0,0,0,0,0,0.004545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0.004545455,0,0,0,0,0,0,0,0,0,0.004545455,0,0.009090909,0,0,0,0,0,0.127272727,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195454545,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0.009090909,0.004545455,0.004545455,0,0,0,0,0,0,0,0,0
83,27153,0,0.00456621,0,0,0,0,0,0.00913242,0.159817352,0,0,0,0,0,0.04109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456621,0,0.00456621,0.01369863,0,0,0,0,0,0,0,0,0,0.00913242,0.00456621,0,0,0,0,0,0,0,0,0.03652968,0,0,0,0.059360731,0,0.109589041,0.00456621,0,0,0,0,0.00913242,0,0.00456621,0,0,0.00456621,0,0,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0.02739726,0,0,0,0,0,0,0,0,0,0,0,0.00456621,0,0,0,0,0.00456621,0,0,0,0,0,0,0,0,0.0456621,0.059360731,0,0,0,0,0,0,0,0.00456621,0,0,0.246575342,0,0,0,0,0,0,0.00913242,0,0,0,0,0,0,0,0.00456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03652968,0,0,0,0.01369863,0,0.00456621,0.02739726,0,0
224,27154,0,0.080357143,0,0.008928571,0,0,0,0,0.004464286,0,0.089285714,0,0.004464286,0,0.133928571,0,0,0,0,0,0,0,0.008928571,0,0,0.022321429,0,0,0.004464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008928571,0,0,0,0,0.125,0,0.044642857,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0.017857143,0,0,0,0,0,0,0,0,0.008928571,0,0,0,0,0,0.120535714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0.03125,0,0,0,0,0,0,0.138392857,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0.008928571,0,0,0,0,0.008928571,0.013392857,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0,0,0
213,27162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009049774,0.140271493,0,0,0,0,0,0,0,0.013574661,0,0,0,0,0,0,0,0,0,0,0.018099548,0,0,0,0,0,0.013574661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013574661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004524887,0,0,0,0,0,0,0,0,0,0,0,0,0.045248869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018099548,0,0,0,0.004524887,0,0,0,0,0,0,0,0,0.018099548,0.009049774,0.004524887,0,0,0,0.095022624,0,0,0,0,0
90,27164,0,0,0,0,0,0,0,0,0.123222749,0,0,0,0,0,0.037914692,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0.018957346,0,0,0.014218009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336,0.004739336,0,0,0,0.009478673,0,0,0,0,0,0,0.033175355,0.004739336,0,0,0,0,0.104265403,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0.004739336,0,0,0.066350711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0,0,0.066350711,0,0,0,0,0,0,0,0.004739336,0,0,0.355450237,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0.014218009,0,0,0,0,0,0,0,0.004739336,0,0.004739336,0,0,0,0,0,0,0,0.004739336,0,0,0.014218009,0,0.037914692,0,0,0,0.023696682,0,0.004739336,0,0,0
147,27168,0,0.055045872,0,0,0,0,0.004587156,0,0.02293578,0,0,0,0,0,0.032110092,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0.027522936,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0.027522936,0,0.009174312,0,0,0,0,0.004587156,0,0.018348624,0.027522936,0,0,0,0,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013761468,0.018348624,0,0.027522936,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0,0,0,0.004587156,0,0,0,0,0.096330275,0,0.100917431,0,0,0,0,0.009174312,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059633028,0,0,0,0.027522936,0,0,0,0,0,0,0,0,0.036697248,0.004587156,0.02293578,0,0,0,0.068807339,0,0,0,0,0
87,27171,0,0.01754386,0,0,0,0,0,0,0.074561404,0,0,0,0,0,0.021929825,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.004385965,0.030701754,0,0,0.078947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021929825,0.01754386,0,0,0,0.096491228,0.00877193,0,0,0,0.004385965,0,0.052631579,0,0,0,0,0,0.013157895,0,0,0,0,0.004385965,0,0.004385965,0,0,0.00877193,0,0,0,0,0,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0.004385965,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0.280701754,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0.004385965,0.030701754,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0.00877193,0,0,0,0.043859649,0,0,0.004385965,0,0
316,27172,0,0.014851485,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0.024752475,0,0,0,0,0,0,0.014851485,0,0,0,0,0,0,0,0,0,0,0,0,0.004950495,0,0,0,0.004950495,0,0,0,0,0,0,0,0,0,0.004950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0.262376238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004950495,0,0.00990099,0,0,0,0.094059406,0,0,0.044554455,0.024752475,0.02970297,0,0,0,0,0,0,0,0.01980198,0,0.014851485,0,0,0.004950495,0,0,0,0,0,0
182,27173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021929825,0,0,0,0,0,0,0,0.004385965,0,0,0.096491228,0,0,0.175438596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092105263,0.00877193,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0.298245614,0,0,0,0,0,0.004385965,0,0,0,0,0.004385965,0,0,0,0,0,0.00877193,0,0,0,0.035087719,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0.00877193,0,0,0,0,0,0.00877193,0.00877193,0,0,0,0,0,0,0.070175439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0.043859649,0,0,0,0.013157895,0,0,0,0.004385965,0
249,27183,0,0,0.005376344,0,0,0,0,0,0.021505376,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048387097,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0.021505376,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0.069892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0.209677419,0,0,0,0,0.005376344,0,0.215053763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0.02688172,0.005376344,0,0,0,0,0,0,0,0,0.043010753,0,0.021505376,0,0,0,0,0,0,0,0,0
106,27186,0,0.029411765,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0.004901961,0,0.004901961,0,0,0,0,0,0,0,0.093137255,0,0,0.151960784,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0.004901961,0,0,0,0.034313725,0.004901961,0,0,0,0,0,0,0,0,0.004901961,0,0.029411765,0,0.049019608,0,0,0.004901961,0,0,0,0,0,0,0,0.053921569,0,0,0,0,0,0.024509804,0,0,0,0.004901961,0,0,0,0,0,0,0.009803922,0,0,0,0.058823529,0,0,0,0.039215686,0.004901961,0,0,0,0,0,0.004901961,0,0,0,0,0.004901961,0,0,0,0,0,0.004901961,0.014705882,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12745098,0.009803922,0,0,0,0,0,0,0,0
1493,27188,0,0,0,0,0,0,0,0,0,0,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126760563,0,0,0.107981221,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009389671,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0.046948357,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0,0,0,0,0,0,0,0,0,0.009389671,0,0,0,0,0,0.018779343,0,0,0,0.17370892,0,0,0,0,0,0,0,0,0.009389671,0,0,0,0,0,0.018779343,0,0,0,0,0
1468,27191,0,0,0,0.004524887,0,0,0,0,0.004524887,0,0,0,0,0,0,0,0,0.004524887,0,0,0,0,0.004524887,0,0,0.031674208,0,0,0.067873303,0,0,0,0,0,0,0,0.004524887,0,0,0,0.004524887,0,0,0,0,0,0.199095023,0,0,0,0,0,0,0,0,0.027149321,0,0,0,0,0,0.004524887,0,0,0,0,0,0,0,0,0,0.009049774,0,0.013574661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009049774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004524887,0,0,0,0.018099548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004524887,0,0,0,0.502262443,0,0,0,0,0,0,0,0,0,0,0.009049774,0,0.022624434,0,0.018099548,0,0,0,0,0
156,27196,0.004310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0.004310345,0,0,0.112068966,0,0,0,0,0,0,0,0,0,0,0,0,0.004310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004310345,0,0,0,0,0,0,0,0,0,0,0.004310345,0,0,0.021551724,0,0,0,0,0.00862069,0,0,0,0,0,0,0.004310345,0.012931034,0,0,0,0,0,0.021551724,0,0,0,0,0.060344828,0,0,0,0,0,0,0.012931034,0,0,0.00862069,0.004310345,0,0,0,0,0,0,0,0,0,0,0.056034483,0,0,0,0.034482759,0,0,0.004310345,0,0,0,0.025862069,0,0,0,0,0,0,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310344828,0,0,0,0,0,0,0,0,0,0,0.077586207,0,0,0,0.012931034,0,0,0,0,0
1059,27199,0,0,0,0,0,0,0,0,0,0,0.029126214,0,0,0,0.09223301,0,0,0,0,0,0,0,0.004854369,0,0,0.160194175,0,0,0.339805825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014563107,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048543689,0,0,0,0,0,0,0,0,0,0,0,0.058252427,0,0,0,0.009708738,0,0,0,0,0,0,0.038834951,0,0,0,0,0,0,0.029126214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014563107,0,0,0,0.09223301,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0.004854369,0,0.009708738,0,0,0,0,0
318,27201,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0.004608295,0.004608295,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0.01843318,0,0.013824885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921659,0,0,0,0,0,0.00921659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115207373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02764977,0,0,0,0.00921659,0,0,0,0,0,0,0,0,0.004608295,0.004608295,0.059907834,0,0,0,0,0,0,0,0,0
190,27204,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0.240196078,0,0,0,0,0,0.004901961,0,0.004901961,0,0,0.014705882,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078431373,0,0,0,0,0.004901961,0,0,0.004901961,0,0,0,0,0,0,0.009803922,0,0.004901961,0,0,0,0,0,0,0,0.024509804,0.049019608,0,0,0,0,0,0.142156863,0,0,0,0,0.004901961,0,0,0,0,0,0.004901961,0,0,0,0.004901961,0,0,0,0,0.009803922,0,0,0,0.004901961,0,0.014705882,0.009803922,0,0,0,0,0,0,0,0,0,0,0.073529412,0,0,0,0,0,0,0.073529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0.014705882,0.014705882,0.068627451,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0.004901961,0,0,0,0,0,0
259,27209,0,0.092592593,0,0,0,0,0,0,0.050925926,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0.018518519,0.013888889,0,0.013888889,0,0,0.00462963,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0.018518519,0,0,0,0.046296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0.078703704,0,0,0,0,0,0,0.060185185,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0.009259259,0,0,0,0.125,0,0,0,0,0.00462963,0,0,0,0,0,0.023148148,0,0,0,0,0,0,0,0,0
166,27212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100478469,0,0,0,0,0,0,0,0.004784689,0,0,0.004784689,0,0,0.081339713,0,0,0,0,0,0,0,0,0,0.009569378,0,0,0,0,0,0,0.009569378,0.004784689,0,0,0,0,0,0,0,0,0,0,0.004784689,0,0,0,0.004784689,0,0,0,0,0,0,0,0,0,0.009569378,0,0.009569378,0,0,0,0,0,0,0,0,0,0,0.009569378,0,0,0,0,0,0.014354067,0,0,0,0,0.009569378,0,0,0,0,0,0,0,0,0,0.043062201,0,0,0,0,0,0,0,0,0,0,0.009569378,0.205741627,0,0,0,0,0,0,0,0,0,0,0.167464115,0,0,0,0,0,0,0.028708134,0,0,0,0,0,0,0,0,0,0,0,0.004784689,0,0,0,0,0,0,0,0.167464115,0,0,0,0,0.004784689,0,0,0,0,0,0.081339713,0,0,0,0,0,0,0,0,0
25,27218,0,0,0,0,0,0,0,0.005154639,0.036082474,0,0,0,0,0,0.149484536,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0,0,0,0,0,0,0,0,0.010309278,0,0,0,0,0,0,0,0,0,0.046391753,0,0,0.036082474,0,0,0,0,0.005154639,0,0.010309278,0.010309278,0.010309278,0.005154639,0.005154639,0,0,0,0.010309278,0,0.06185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0,0.149484536,0,0,0,0,0,0,0,0,0,0,0.015463918,0,0,0,0,0,0.005154639,0,0,0,0,0,0,0,0.154639175,0,0,0,0,0,0,0.015463918,0.077319588,0,0,0.010309278,0,0,0,0,0,0,0,0.010309278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0,0,0,0,0.005154639,0.005154639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005154639,0.005154639,0.056701031,0.005154639,0.005154639,0,0.005154639,0,0,0,0,0
234,27220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444444,0,0,0,0,0.004444444,0.008888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0.004444444,0,0,0,0,0,0,0,0,0,0,0.004444444,0,0,0,0,0,0,0,0.786666667,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0.004444444,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0.062222222,0,0,0,0,0,0,0,0,0,0,0.008888889,0,0,0,0,0,0,0,0,0.022222222
1117,27224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0,0,0,0,0.039473684,0,0,0.561403509,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0.004385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0.00877193,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0.030701754,0,0,0,0,0,0,0.057017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0,0,0.004385965,0,0,0,0.175438596,0,0,0,0,0,0,0,0,0,0,0.00877193,0,0,0,0.00877193,0,0,0,0,0
224,27226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115207373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0.01843318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013824885,0,0.004608295,0,0,0,0,0,0,0,0,0,0.004608295,0.004608295,0,0,0,0,0,0.023041475,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0.096774194,0.004608295,0,0,0,0,0,0,0,0,0,0.013824885,0.02764977,0,0,0,0.023041475,0,0,0,0,0,0,0.023041475,0,0,0,0,0,0,0.138248848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921659,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0.02764977,0,0,0,0,0,0,0,0,0
653,27228,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0,0,0.009259259,0,0,0.00462963,0,0,0,0.00462963,0,0,0,0.101851852,0,0,0.046296296,0,0,0,0,0,0,0,0,0,0,0,0.013888889,0.013888889,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.009259259,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.00462963,0,0,0.013888889,0.00462963,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0.00462963,0,0,0,0,0,0,0.097222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013888889,0,0,0,0.032407407,0,0.00462963,0,0.157407407,0,0,0,0,0,0,0,0,0.018518519,0.00462963,0.027777778,0,0,0,0.00462963,0,0,0,0,0
